ID,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Family_Communication,Weekend_Usage_Hours,Addiction_Level
2315,19,0,0,4.9,7,59,0,1.4,10,2,3,0,1.1,115,19,2.7,2.4,0.5,5,6.9,10.0
2316,16,1,3,5.2,9,78,3,1.2,5,9,3,1,0.8,62,20,4.3,0.5,0.1,2,6.0,10.0
2317,18,2,4,6.9,7,76,8,1.0,4,6,5,1,1.3,108,17,1.7,0.2,0.7,7,5.4,10.0
2318,19,0,4,2.2,5,93,1,0.2,9,3,4,1,0.7,122,8,0.0,1.4,1.3,2,8.1,5.0
2319,19,1,3,6.4,6,68,5,0.8,4,2,10,0,1.8,26,14,1.9,1.2,0.2,6,7.7,9.7
2320,18,0,3,6.7,8,50,8,2.4,4,10,3,1,1.3,141,17,2.3,1.7,0.4,8,4.6,10.0
2321,19,0,0,4.2,7,85,0,0.6,7,5,7,1,0.9,150,16,1.4,0.9,0.8,4,4.6,9.1
2322,13,1,4,3.4,7,68,6,1.1,2,5,10,1,0.7,125,11,3.1,1.2,1.2,3,5.6,8.9
2323,17,2,2,1.0,7,74,0,1.2,3,4,1,0,0.7,56,15,1.7,0.5,0.7,10,9.2,3.8
2324,14,2,1,3.4,6,84,2,0.0,10,8,9,0,1.3,38,6,1.8,0.7,1.1,3,5.1,4.7
2325,13,0,1,6.0,7,80,1,0.6,1,7,5,0,0.6,88,20,2.6,0.9,1.8,5,6.5,10.0
2326,16,1,0,4.6,7,87,7,1.9,8,3,1,1,0.0,57,7,4.3,2.0,1.5,4,5.5,9.9
2327,13,0,1,5.4,4,100,3,0.0,9,6,9,1,0.7,108,8,1.7,1.7,1.9,6,2.8,10.0
2328,14,1,0,4.3,7,74,2,0.3,7,2,10,1,1.2,69,18,2.6,1.7,1.9,6,8.0,9.6
2329,18,0,1,4.8,6,56,7,1.0,3,8,9,0,1.9,118,12,2.6,2.1,0.5,7,6.0,10.0
2330,17,2,3,5.1,4,58,8,0.4,2,6,7,0,0.2,137,12,1.3,2.7,1.8,1,4.8,10.0
2331,15,0,2,1.9,8,88,3,0.6,7,2,5,1,0.7,46,14,2.4,1.7,0.6,3,5.0,5.7
2332,15,0,2,4.1,7,78,1,2.1,9,2,2,0,1.3,95,14,2.1,1.3,1.1,7,7.4,8.4
2333,14,1,4,6.0,5,95,10,1.9,7,6,3,0,1.9,147,10,1.0,2.8,1.1,3,4.4,10.0
2334,16,2,3,5.5,5,79,10,2.4,8,8,2,1,0.8,45,12,2.1,2.3,0.0,2,6.4,10.0
2335,14,0,1,4.2,6,99,5,0.4,3,1,10,0,2.1,68,11,2.0,4.0,1.2,2,5.8,10.0
2336,19,0,4,8.2,6,70,1,0.8,8,5,9,0,0.9,62,7,2.9,1.7,1.5,5,4.4,10.0
2337,16,1,3,6.2,6,65,0,1.5,5,3,1,1,1.6,79,16,4.6,1.2,0.7,2,6.2,10.0
2338,15,2,4,5.2,5,93,10,2.0,2,1,4,1,0.5,102,13,4.2,0.3,0.8,10,4.7,10.0
2339,15,0,2,1.2,8,98,3,1.5,6,8,3,0,0.9,82,19,4.5,0.0,0.7,4,6.4,7.1
2340,13,0,0,3.3,7,74,2,1.1,10,4,3,0,1.8,22,11,2.4,1.0,0.9,10,5.5,5.4
2341,19,1,3,1.2,8,89,9,0.7,2,9,5,0,1.5,148,15,1.7,3.3,0.9,9,10.9,8.1
2342,19,2,2,5.8,6,74,3,0.0,10,8,9,0,1.4,106,6,2.5,0.0,0.5,4,1.7,8.2
2343,14,0,5,3.9,5,80,8,0.5,10,9,6,1,1.8,132,16,1.3,0.0,1.5,9,8.0,8.4
2344,18,1,1,1.8,4,52,1,2.2,8,7,9,1,2.2,144,8,1.9,2.6,2.1,7,5.3,8.8
2345,19,0,1,4.5,5,61,9,1.4,7,3,4,0,1.4,125,14,2.8,1.4,0.0,10,7.2,10.0
2346,14,2,1,6.9,6,60,2,0.0,9,5,2,0,1.4,144,13,2.5,1.9,1.1,9,8.0,10.0
2347,15,2,5,7.8,9,70,0,1.0,10,6,10,0,0.5,95,12,2.0,2.1,0.4,7,7.9,10.0
2348,15,0,3,3.3,5,65,7,1.1,6,5,1,0,1.6,142,9,3.3,0.0,0.9,9,7.9,8.6
2349,13,0,4,5.9,3,81,4,2.0,10,7,9,1,0.6,129,10,1.4,1.9,1.1,9,6.4,10.0
2350,15,2,3,4.3,4,54,6,1.3,4,6,5,1,0.6,144,12,3.4,1.8,1.6,3,6.1,10.0
2351,15,0,3,1.9,7,64,4,1.4,3,8,5,1,0.8,35,19,4.0,2.8,0.9,6,5.4,9.5
2352,13,2,4,3.6,5,79,9,1.1,4,5,7,0,1.1,113,10,3.5,0.4,0.7,4,7.0,9.1
2353,17,1,2,7.6,4,51,0,0.3,8,6,9,0,0.3,101,7,1.4,3.0,0.9,6,5.0,10.0
2354,19,2,5,4.3,6,85,3,0.0,2,2,9,0,0.9,44,8,3.9,2.0,0.7,5,7.2,9.5
2355,17,1,0,2.6,7,53,8,0.9,6,3,10,0,1.7,135,20,3.8,3.4,0.6,5,5.9,10.0
2356,18,2,2,4.5,5,76,9,2.6,5,2,2,0,1.0,59,6,1.3,0.8,1.6,3,5.5,6.1
2357,16,2,4,5.3,7,72,1,1.3,4,4,7,0,0.5,75,12,0.6,0.0,0.0,3,6.0,6.0
2358,17,1,4,2.9,7,83,6,1.4,3,7,1,1,0.0,30,5,2.4,2.8,2.0,8,8.0,5.7
2359,19,2,0,8.0,7,52,5,0.7,5,2,8,1,1.6,47,8,2.8,3.3,1.7,6,7.8,10.0
2360,16,2,5,2.2,6,65,4,1.1,2,7,10,1,1.3,45,5,1.4,0.5,1.7,7,6.2,2.8
2361,18,1,3,1.7,5,53,8,0.4,9,10,5,0,1.2,23,10,2.2,1.6,0.1,1,5.2,5.0
2362,16,0,1,3.8,7,95,5,0.0,1,5,3,0,0.4,63,5,3.7,2.1,0.0,1,7.9,8.2
2363,13,1,1,3.3,6,76,7,2.3,4,5,5,0,0.7,31,20,1.9,2.3,1.8,3,2.9,8.9
2364,13,2,1,4.1,4,54,4,0.4,1,6,4,1,0.4,72,14,2.7,0.5,1.9,5,3.7,9.2
2365,13,0,5,7.1,7,63,1,1.9,8,4,5,0,1.5,115,19,2.8,3.1,1.6,10,0.3,10.0
2366,15,0,5,2.5,7,87,0,0.4,6,2,7,0,1.8,40,20,2.3,1.3,1.6,3,6.3,7.4
2367,14,0,5,6.0,6,74,0,3.2,10,6,1,1,0.4,81,11,3.1,0.9,1.1,6,6.7,10.0
2368,13,2,4,7.5,6,80,3,1.5,3,2,9,1,0.7,93,8,3.5,0.7,1.4,10,4.9,10.0
2369,18,1,2,4.6,7,61,9,2.3,8,10,4,0,1.6,62,9,3.0,2.3,1.7,7,3.0,9.1
2370,16,0,2,3.2,8,58,2,1.3,4,8,1,0,1.8,146,11,3.2,0.0,1.1,8,8.6,7.5
2371,17,0,2,4.6,6,80,2,0.0,2,5,10,0,0.6,20,14,4.5,1.2,2.1,3,4.6,10.0
2372,15,0,1,3.7,6,64,1,1.2,10,3,9,0,1.5,117,17,2.4,1.5,0.9,5,7.0,10.0
2373,18,2,5,7.8,7,85,0,0.0,4,4,3,0,1.2,53,5,2.9,1.4,0.0,6,9.7,10.0
2374,19,2,2,5.2,6,53,2,1.6,2,6,2,1,0.3,22,10,0.0,1.7,0.7,6,8.6,6.2
2375,14,0,3,7.4,6,75,5,0.0,7,4,6,0,1.2,28,16,2.5,1.8,1.4,2,5.7,10.0
2376,19,2,2,6.9,6,70,9,1.7,1,3,6,1,0.7,67,20,1.9,0.0,2.7,8,4.9,10.0
2377,16,1,2,7.3,5,75,0,1.1,5,6,4,0,0.5,83,17,2.3,1.1,1.7,7,6.4,10.0
2378,17,0,5,4.0,7,53,6,0.9,2,7,6,0,1.2,64,12,2.5,0.0,0.9,9,6.1,6.5
2379,13,2,2,3.0,6,75,2,0.4,9,4,6,1,1.3,140,10,3.1,1.3,0.6,4,3.7,9.0
2380,18,1,4,4.9,8,86,1,0.0,6,6,6,1,1.6,64,11,3.6,1.5,2.0,8,8.3,9.5
2381,13,2,4,4.9,7,66,4,0.4,1,7,3,1,2.0,23,16,0.0,1.3,1.6,10,7.9,5.9
2382,15,2,4,4.4,5,75,4,0.4,4,5,9,0,0.8,67,10,2.3,1.6,0.1,10,3.7,8.8
2383,18,1,1,5.8,4,69,0,1.6,10,5,4,0,1.3,84,12,4.0,1.3,1.1,3,5.5,10.0
2384,14,2,2,2.9,6,75,10,2.0,7,1,3,0,0.9,118,17,4.5,1.6,0.8,2,5.3,10.0
2385,16,2,5,2.7,5,74,10,2.1,10,3,4,0,1.0,29,18,3.1,2.8,2.1,7,9.4,10.0
2386,19,1,1,0.0,7,82,2,0.0,8,7,8,0,0.2,31,7,1.2,1.3,0.5,6,6.8,1.0
2387,16,2,1,2.5,5,72,7,0.0,1,9,7,0,0.5,103,7,0.0,1.6,2.0,6,3.9,5.0
2388,13,0,3,3.1,4,65,1,0.8,10,10,10,1,1.5,150,17,2.3,1.9,2.0,5,7.1,10.0
2389,18,1,2,8.1,4,87,0,0.0,8,3,1,1,1.5,43,8,3.9,1.8,1.7,8,7.7,10.0
2390,14,0,4,6.7,7,73,7,2.0,10,6,6,0,1.3,28,9,0.6,1.7,1.1,1,5.3,7.8
2391,13,1,3,6.7,5,97,6,0.4,8,9,9,1,0.9,107,19,3.3,2.6,1.6,4,6.3,10.0
2392,17,0,4,5.1,8,78,1,0.0,9,5,7,0,1.0,46,6,4.1,3.5,0.4,2,7.9,10.0
2393,15,1,5,5.2,7,66,5,1.4,1,10,4,0,0.4,131,7,2.9,0.0,1.5,5,7.0,8.4
2394,15,0,2,4.3,7,95,7,1.7,8,2,7,1,1.3,26,20,5.0,1.1,1.5,10,11.4,10.0
2395,14,1,0,9.5,7,65,6,0.9,7,8,4,1,0.7,36,18,1.4,2.6,1.5,4,7.8,10.0
2396,15,2,1,2.7,4,73,5,1.6,10,7,8,1,0.8,56,13,1.9,1.5,0.1,4,5.9,7.8
2397,19,0,0,6.4,5,55,9,1.9,8,3,6,0,2.2,121,13,3.8,0.2,0.9,2,6.6,10.0
2398,15,0,0,3.8,6,51,5,1.0,10,2,4,0,0.6,31,13,3.5,1.2,1.0,8,4.9,8.3
2399,17,1,5,6.3,8,85,3,1.0,1,3,2,0,1.3,103,11,3.0,1.8,0.6,6,5.4,10.0
2400,14,1,2,6.8,3,86,0,0.3,3,1,4,0,0.9,145,13,3.3,1.5,0.5,9,4.5,10.0
2401,13,1,1,11.2,8,55,1,1.5,4,6,3,1,0.9,34,17,3.6,2.4,0.9,5,8.2,10.0
2402,13,2,1,2.2,7,97,4,1.4,7,7,1,0,1.7,56,12,1.9,0.4,0.1,3,6.5,4.5
2403,13,2,3,3.5,8,73,9,1.4,9,6,5,0,0.2,30,8,3.6,2.1,0.9,2,7.0,7.0
2404,14,0,2,8.9,4,77,8,2.0,6,5,5,1,0.7,122,10,2.1,2.1,0.7,7,7.8,10.0
2405,16,1,5,4.5,5,80,1,2.7,6,9,1,1,1.3,129,6,1.3,3.1,0.8,2,2.8,10.0
2406,17,1,1,4.0,6,87,1,0.9,4,5,8,1,1.3,83,17,2.5,1.3,1.3,2,6.1,9.5
2407,16,2,4,1.7,5,86,7,2.1,4,1,3,1,1.2,57,14,3.0,2.1,1.6,8,5.4,8.2
2408,15,2,3,4.3,6,98,0,0.0,10,8,5,1,1.0,89,20,3.2,1.9,1.2,1,3.6,10.0
2409,15,0,1,4.4,8,59,2,1.6,2,1,10,1,1.0,32,18,3.6,0.0,1.0,2,5.3,8.2
2410,18,1,4,4.6,3,68,1,0.6,10,7,6,0,2.2,104,16,3.2,2.2,1.0,8,7.5,10.0
2411,18,0,4,5.7,5,73,4,0.2,4,7,7,1,1.1,143,7,2.3,1.2,1.5,9,5.3,10.0
2412,15,2,4,5.4,5,93,2,0.5,4,10,6,0,0.5,143,19,2.6,3.1,0.5,8,4.7,10.0
2413,13,0,4,3.0,7,74,2,1.4,5,1,9,0,1.5,78,12,2.7,2.9,1.4,6,8.7,8.9
2414,14,1,2,3.1,5,91,5,2.2,9,1,3,1,0.5,32,17,0.9,0.7,1.0,3,7.6,5.9
2415,14,1,5,3.0,5,95,8,2.1,5,5,2,1,0.6,53,12,3.3,2.0,0.5,4,8.5,9.0
2416,16,2,1,8.4,6,98,10,0.8,10,3,3,1,1.5,108,13,3.9,1.0,1.5,5,5.9,10.0
2417,18,1,5,7.5,8,70,7,0.8,7,3,4,1,1.1,119,15,2.2,1.4,1.9,5,5.5,10.0
2418,13,1,2,3.8,6,50,5,0.1,10,6,5,1,0.6,74,8,2.8,4.0,0.0,9,5.6,10.0
2419,13,2,5,3.7,7,82,10,0.8,5,7,9,0,1.0,144,14,1.9,2.0,1.0,6,4.2,9.6
2420,15,1,4,7.3,5,56,0,0.3,7,10,9,0,0.8,39,9,0.8,1.2,1.9,4,2.6,9.1
2421,19,1,0,2.9,7,74,0,1.3,10,2,10,0,1.2,48,6,2.8,2.1,0.4,8,3.5,6.2
2422,18,1,4,3.1,7,62,3,1.6,3,2,3,1,1.2,112,7,0.5,3.1,2.6,1,7.6,6.5
2423,13,2,2,7.1,3,54,5,0.0,10,8,6,1,0.0,132,13,3.0,1.5,0.8,2,5.9,10.0
2424,18,1,5,4.2,7,64,2,0.0,6,9,10,0,0.0,37,13,2.1,0.0,0.9,8,4.0,6.0
2425,14,0,1,6.2,6,63,10,1.6,7,5,8,0,0.0,139,13,2.2,0.0,1.4,1,5.0,10.0
2426,14,2,4,6.7,5,77,2,1.1,1,6,6,1,0.9,36,6,0.3,0.8,0.9,1,3.2,7.0
2427,18,1,3,3.5,8,57,6,0.8,1,10,8,1,0.8,73,16,0.0,2.2,0.5,7,5.4,6.0
2428,13,0,1,6.9,6,59,4,0.7,2,6,6,0,0.7,114,15,1.4,1.9,2.6,2,6.9,10.0
2429,13,1,1,4.9,5,99,2,1.5,3,5,3,1,1.2,63,19,4.4,2.2,0.8,4,5.9,10.0
2430,19,0,0,0.0,5,53,6,0.4,4,7,1,0,0.6,32,14,2.9,0.1,1.3,10,1.3,3.7
2431,16,0,3,4.7,7,63,4,2.2,3,7,2,0,1.1,62,13,2.6,0.4,0.5,1,5.1,7.6
2432,16,0,4,9.1,6,85,4,2.4,8,3,3,0,1.5,33,17,3.3,0.1,1.6,4,7.5,10.0
2433,17,1,3,0.0,7,73,3,0.6,7,3,1,0,1.5,27,11,2.6,1.8,0.7,9,6.9,3.2
2434,18,0,3,4.3,9,52,6,0.0,6,5,9,1,1.0,41,17,3.5,1.4,1.8,6,6.5,8.7
2435,16,2,0,2.2,8,92,6,0.5,10,9,2,1,0.3,80,19,2.2,1.8,1.2,4,5.8,7.2
2436,17,0,1,2.6,6,98,2,0.0,7,10,7,1,0.8,65,14,2.4,2.5,0.0,6,6.8,8.4
2437,18,0,3,4.8,7,93,1,0.9,4,9,2,1,1.5,125,6,1.9,2.5,1.4,10,6.2,9.2
2438,17,1,4,5.3,7,80,4,1.3,7,3,5,1,2.1,142,14,2.7,0.1,1.1,2,7.2,9.8
2439,13,0,3,5.6,7,67,3,0.5,8,5,9,0,1.3,59,17,0.0,2.3,0.6,3,4.4,9.0
2440,17,1,2,8.4,6,54,0,1.2,3,2,3,1,0.8,94,19,1.8,0.2,1.4,8,2.2,10.0
2441,16,2,5,3.4,6,94,7,1.4,7,3,10,0,0.7,64,17,2.8,1.6,0.8,6,5.5,9.0
2442,13,0,0,6.9,5,84,10,0.4,4,1,6,1,1.1,136,9,3.5,0.3,2.3,6,7.1,10.0
2443,13,2,0,7.8,7,97,4,0.0,6,3,7,0,0.1,52,19,2.0,2.0,2.3,8,8.3,10.0
2444,16,1,2,6.5,6,83,9,1.8,9,9,6,0,1.1,24,13,3.0,1.9,0.4,6,6.9,10.0
2445,16,0,5,3.5,6,83,4,1.8,3,2,3,0,0.8,48,9,2.9,1.3,0.0,7,8.8,7.4
2446,17,0,3,3.9,5,86,4,2.3,1,5,9,1,1.6,66,15,1.4,0.2,1.3,8,6.5,6.9
2447,19,1,3,4.7,7,69,8,1.0,1,1,1,1,0.7,27,7,3.0,3.2,1.5,10,3.8,8.9
2448,16,1,2,3.8,8,91,8,0.0,10,3,10,0,0.7,85,10,2.2,0.0,1.6,4,4.6,5.3
2449,18,2,1,4.9,3,75,8,0.3,6,8,4,1,0.6,112,11,0.5,2.8,0.3,6,4.1,10.0
2450,16,2,4,7.0,6,65,6,1.2,4,6,9,0,0.6,135,20,1.8,0.0,0.4,2,5.3,10.0
2451,15,0,2,6.3,6,62,3,2.0,2,3,1,1,0.4,91,7,3.8,2.5,1.2,4,7.4,10.0
2452,15,0,0,3.4,6,80,7,0.8,5,2,6,0,0.6,66,14,2.7,1.0,1.6,6,4.0,8.0
2453,14,0,2,7.7,10,82,2,1.7,7,7,10,1,1.3,105,7,2.7,1.4,0.8,9,6.4,10.0
2454,19,0,2,0.0,4,66,5,0.5,6,10,1,1,1.3,69,12,3.8,2.9,0.6,7,2.8,8.2
2455,18,2,2,3.6,5,93,8,0.0,5,5,8,0,1.3,119,15,1.1,1.0,0.0,3,7.5,8.4
2456,18,1,3,7.5,7,95,5,0.5,5,10,9,1,1.1,34,14,2.6,1.6,1.5,3,3.3,10.0
2457,16,1,3,8.3,7,63,3,2.3,9,1,10,1,0.7,79,18,3.8,2.6,0.7,8,7.2,10.0
2458,16,0,1,8.5,5,76,4,1.9,4,2,8,0,0.5,144,10,1.3,1.0,1.2,9,3.9,10.0
2459,18,2,0,4.2,5,62,4,0.0,3,4,2,0,0.8,110,17,1.9,1.2,0.1,8,9.4,10.0
2460,16,0,4,3.7,6,91,2,2.6,7,8,3,1,1.0,62,11,2.3,2.1,1.0,1,8.0,8.1
2461,15,2,0,5.7,8,94,1,1.5,8,8,1,0,0.0,141,13,2.4,0.4,0.8,4,6.2,9.6
2462,19,1,3,1.2,6,75,3,0.9,9,5,9,0,1.6,135,10,3.0,1.6,1.0,8,3.8,7.0
2463,14,2,3,7.0,6,93,8,0.4,4,7,6,0,0.4,67,19,3.4,1.7,0.9,7,4.7,10.0
2464,13,2,3,4.1,6,92,9,1.2,2,5,8,1,1.8,144,8,3.0,2.9,1.4,1,4.2,10.0
2465,16,0,4,5.4,4,93,6,1.8,5,2,3,1,0.8,132,6,3.8,0.0,1.1,2,7.0,10.0
2466,15,2,1,7.7,6,69,6,1.4,7,10,5,1,1.7,23,16,3.2,0.7,0.7,7,8.3,10.0
2467,19,0,0,7.9,7,95,0,1.8,5,3,1,1,1.1,101,13,1.8,0.2,0.6,8,5.3,10.0
2468,18,2,2,2.9,5,78,6,1.0,9,3,5,1,1.0,61,12,0.6,0.0,0.6,4,5.6,4.2
2469,15,1,2,2.9,6,79,7,2.9,3,4,2,0,1.3,128,8,1.9,1.6,1.3,2,4.1,7.5
2470,19,1,3,5.1,8,50,3,1.9,1,3,7,1,0.9,148,5,3.2,0.5,1.4,10,3.9,8.6
2471,13,0,4,6.1,6,55,9,0.7,5,3,6,0,1.1,37,16,3.7,1.9,0.0,8,7.4,10.0
2472,19,1,4,5.6,6,100,8,1.7,4,5,1,0,0.9,117,13,2.2,0.6,1.2,4,8.6,10.0
2473,13,1,2,4.8,5,83,8,1.4,2,3,10,0,1.9,145,12,3.6,1.5,0.9,4,8.1,10.0
2474,17,1,0,9.4,5,61,1,1.5,3,3,9,0,1.5,137,10,2.7,0.6,2.0,3,3.6,10.0
2475,19,0,5,5.3,6,89,10,2.5,2,8,9,1,0.5,93,16,2.1,0.7,1.3,2,4.0,9.7
2476,17,0,4,5.2,7,96,3,0.0,5,2,8,0,0.3,117,8,3.5,1.1,0.2,4,7.1,10.0
2477,14,0,1,4.3,5,66,8,1.4,4,10,2,0,1.1,79,11,1.8,1.0,0.4,10,4.7,8.2
2478,13,1,4,4.6,6,100,1,0.0,8,2,1,1,1.4,58,17,2.3,0.6,0.1,1,5.8,8.8
2479,16,1,5,4.4,7,52,4,0.6,2,9,3,0,0.6,98,17,2.6,1.4,0.5,6,6.3,10.0
2480,17,1,1,7.8,6,81,8,1.6,2,2,7,1,0.7,36,10,2.7,0.6,0.8,8,6.1,10.0
2481,15,0,3,6.9,5,94,6,1.2,8,3,10,0,1.2,113,8,1.2,1.8,0.3,8,5.4,10.0
2482,15,1,1,3.9,4,100,3,1.7,9,1,8,0,0.9,65,18,2.2,0.1,0.0,5,4.9,8.8
2483,14,1,0,6.4,8,79,7,1.6,10,4,8,1,0.8,56,17,1.5,2.1,0.9,6,6.3,10.0
2484,18,2,1,1.1,5,96,2,0.0,9,8,2,0,0.8,80,14,2.6,3.6,0.8,7,7.2,8.8
2485,15,0,5,3.6,8,95,3,0.1,1,2,4,0,1.0,61,6,2.2,2.1,0.8,2,5.7,6.2
2486,18,2,3,6.4,6,88,10,0.8,6,4,5,1,0.7,91,10,2.6,2.1,0.5,6,8.6,10.0
2487,14,2,5,5.1,5,68,0,2.7,5,4,5,0,0.7,67,18,4.5,1.0,1.9,2,4.7,10.0
2488,19,1,5,1.8,4,74,8,1.0,2,9,5,1,1.7,132,13,4.3,3.6,0.7,1,7.2,10.0
2489,14,2,1,5.2,5,86,9,0.0,4,2,1,0,1.0,120,14,1.6,1.2,0.2,10,7.4,10.0
2490,14,2,5,4.3,8,90,2,0.0,6,3,4,0,0.7,71,20,3.6,0.9,1.0,5,7.7,10.0
2491,17,2,2,6.4,3,90,6,1.0,4,5,7,1,1.0,47,17,2.5,0.3,1.5,7,4.3,10.0
2492,14,1,1,6.2,5,61,7,1.2,10,10,8,1,0.2,123,6,3.5,1.6,1.2,4,4.8,10.0
2493,15,0,3,5.0,5,68,10,0.8,5,6,1,0,1.5,83,16,3.4,0.2,1.7,7,9.3,10.0
2494,18,2,1,8.4,5,75,9,1.8,7,4,5,1,1.0,90,15,2.3,0.8,0.0,4,2.9,10.0
2495,13,2,2,3.8,8,77,3,0.7,1,5,9,0,0.6,46,6,2.7,0.2,1.1,8,4.4,4.8
2496,19,1,3,5.1,5,54,2,1.5,1,3,3,1,0.9,37,5,4.1,0.6,1.3,5,4.0,8.9
2497,16,2,1,7.5,8,100,1,1.0,3,7,2,1,1.2,44,17,2.6,3.1,1.1,1,5.3,10.0
2498,19,2,1,5.5,8,80,3,1.0,2,3,7,0,1.3,81,19,1.0,2.3,1.0,1,10.0,10.0
2499,18,2,2,6.1,4,70,8,1.8,10,8,9,1,0.6,100,12,3.6,2.7,0.6,1,2.8,10.0
2500,18,1,1,8.9,5,86,4,1.6,5,3,6,1,0.6,24,9,3.6,1.3,2.0,10,9.6,10.0
2501,13,2,3,5.2,4,69,7,1.8,4,6,3,0,1.6,30,9,1.7,0.8,1.2,2,7.5,8.1
2502,16,1,4,2.6,6,86,9,0.7,8,7,6,1,1.0,62,20,3.2,1.5,1.7,6,4.3,9.4
2503,18,0,3,4.9,3,76,0,1.5,1,3,4,0,1.3,61,10,2.9,1.7,0.5,1,4.4,10.0
2504,14,2,0,4.5,4,82,4,1.1,1,6,5,1,1.0,21,20,1.9,2.9,0.2,5,7.8,10.0
2505,19,0,0,8.1,4,59,8,1.2,1,8,8,1,0.6,48,11,1.9,1.2,1.4,9,4.9,10.0
2506,19,1,5,4.5,4,77,7,1.0,10,1,4,0,0.6,146,19,2.4,1.6,1.9,5,5.4,10.0
2507,18,1,4,2.9,8,57,9,2.6,8,8,8,1,0.9,93,6,2.4,1.7,2.0,6,7.6,6.0
2508,13,0,0,7.6,9,76,6,0.9,2,6,4,1,0.3,75,5,2.1,0.4,0.0,2,6.5,7.8
2509,16,0,2,3.5,6,91,4,1.1,5,3,4,0,2.2,107,12,3.7,1.4,0.5,1,9.2,9.7
2510,14,2,0,4.1,6,57,0,1.3,4,6,2,1,0.8,95,5,1.5,0.0,0.6,2,7.6,5.2
2511,13,2,1,6.9,6,70,3,1.6,2,1,9,0,1.2,69,9,1.9,1.7,0.0,1,6.4,10.0
2512,16,1,1,4.7,5,91,3,0.7,4,6,7,0,1.6,23,16,3.9,3.3,0.8,10,9.8,10.0
2513,15,2,0,6.2,5,87,3,1.7,6,2,1,1,0.6,101,16,2.8,3.1,0.5,9,7.2,10.0
2514,19,1,0,3.6,7,82,10,2.0,9,9,10,0,0.8,137,7,3.6,0.1,1.8,10,5.7,7.9
2515,16,0,0,6.6,5,96,8,1.0,2,6,4,0,1.1,55,18,2.7,0.9,1.9,10,1.8,10.0
2516,16,1,3,3.2,4,97,4,0.8,8,1,5,0,1.2,146,13,2.7,1.7,1.6,2,10.7,10.0
2517,18,2,4,9.4,7,50,7,0.9,10,7,1,0,1.4,119,16,0.4,1.7,0.6,1,3.5,10.0
2518,13,1,2,1.7,4,81,8,0.9,3,6,2,1,0.7,126,13,2.4,0.3,0.0,6,3.6,7.4
2519,19,2,2,7.0,6,57,5,1.4,3,7,3,0,0.9,47,15,2.8,0.8,0.6,6,3.8,10.0
2520,18,0,4,5.2,10,76,3,1.7,5,3,2,1,0.8,96,9,2.3,2.0,1.2,4,3.0,8.2
2521,18,1,5,4.9,7,60,8,0.8,6,7,3,1,0.9,35,18,3.2,2.2,1.7,7,9.2,10.0
2522,14,2,2,9.1,7,75,1,0.4,8,8,3,1,0.8,76,8,2.2,2.4,0.7,1,9.9,10.0
2523,14,1,4,5.4,9,66,1,0.7,3,9,4,0,0.6,95,6,3.4,0.2,1.4,10,6.1,7.6
2524,19,0,4,5.8,6,65,1,1.9,6,6,4,0,1.6,57,19,2.7,2.6,0.6,10,4.9,10.0
2525,19,1,4,7.0,9,53,1,1.5,3,3,3,0,2.4,120,17,2.3,3.0,0.8,1,5.2,10.0
2526,19,2,4,3.3,9,57,9,2.5,8,8,3,0,1.2,36,19,2.3,1.1,0.3,5,7.2,6.7
2527,18,1,3,4.6,5,51,10,0.5,9,8,7,0,0.8,124,17,2.0,2.0,0.0,1,6.9,10.0
2528,17,1,4,5.9,9,100,6,0.0,4,5,8,0,0.6,44,14,2.8,0.4,0.9,1,4.0,8.2
2529,17,0,4,4.5,6,53,3,0.0,4,7,4,1,1.6,149,7,3.2,2.0,0.2,9,5.2,10.0
2530,19,2,3,6.2,6,97,3,0.9,1,2,7,0,1.4,63,6,3.5,0.7,0.6,1,6.2,9.7
2531,14,0,0,6.0,5,67,7,0.8,8,4,3,0,0.8,150,16,2.0,1.4,0.5,9,3.7,10.0
2532,14,0,4,2.4,8,99,10,0.0,7,5,10,0,1.5,68,14,2.5,2.2,1.4,4,5.9,7.2
2533,18,0,1,4.1,5,53,1,0.6,4,1,1,1,1.5,135,14,2.2,0.7,0.8,8,4.4,9.6
2534,14,2,4,2.5,7,82,8,0.0,5,8,6,1,0.8,105,6,0.9,1.6,1.1,7,9.9,4.7
2535,17,1,2,4.3,5,90,5,0.9,7,7,1,0,1.3,129,14,2.6,1.9,1.9,3,7.7,10.0
2536,13,0,4,2.7,7,98,7,1.1,4,8,9,1,0.7,100,12,2.2,1.3,0.0,6,4.1,6.8
2537,19,0,5,4.2,6,78,9,1.1,9,2,10,1,1.3,69,13,1.2,1.8,1.2,3,5.5,8.0
2538,13,0,2,6.2,5,76,1,1.3,9,2,3,0,0.6,72,11,1.9,3.2,0.8,2,4.6,10.0
2539,18,0,2,5.4,5,59,4,0.0,7,5,3,0,1.1,24,18,2.6,2.4,1.6,4,4.5,10.0
2540,16,2,2,5.8,7,87,2,0.6,7,10,6,0,1.0,110,13,3.1,2.5,0.8,3,5.2,10.0
